pid,labels
840,"10,49,129"
841,"196,302,334"
842,"3,200,455"
843,"397,501,511"
844,"80,346,498"
845,"73,182,196"
846,"302,315,334"
847,"182,196,397"
848,"340,355,456"
849,"80,315,397"
850,"359,397,480"
851,"313,397,511"
852,"182,315,334"
853,"168,194,200"
854,"366,444,449"
855,"215,302,315"
856,"187,241,323"
857,"187,241,430"
858,"182,194,397"
859,"302,315,334"
860,"29,359,483"
861,"80,315,323"
862,"80,214,484"
863,"214,340,397"
864,"397,480,484"
865,"270,334,430"
866,"108,204,301"
867,"80,196,315"
868,"301,455,459"
869,"10,69,73"
870,"187,194,241"
871,"16,204,334"
872,"80,397,484"
873,"315,366,484"
874,"357,360,455"
875,"346,455,498"
876,"73,182,187"
877,"80,397,455"
878,"80,214,270"
879,"29,359,483"
880,"108,301,364"
881,"235,270,410"
882,"95,241,524"
883,"80,270,397"
884,"95,402,448"
885,"182,187,194"
886,"25,80,510"
887,"194,214,397"
888,"16,182,196"
889,"182,315,374"
890,"10,69,73"
891,"270,397,484"
892,"80,397,448"
893,"10,69,419"
894,"313,346,397"
895,"340,366,484"
896,"340,444,510"
897,"315,397,444"
898,"204,215,334"
899,"214,397,511"
900,"366,397,484"
901,"182,194,301"
902,"196,221,511"
903,"315,397,455"
904,"196,302,334"
905,"73,80,397"
906,"357,360,455"
907,"346,360,397"
908,"194,315,366"
909,"187,241,270"
910,"25,220,242"
911,"314,397,501"
912,"10,374,382"
913,"95,402,524"
914,"80,323,524"
915,"397,444,510"
916,"182,270,425"
917,"397,444,484"
918,"108,301,340"
919,"254,270,397"
920,"182,301,374"
921,"204,334,419"
922,"182,196,334"
923,"196,315,334"
924,"182,302,315"
925,"254,422,484"
926,"69,221,419"
927,"313,397,485"
928,"182,196,484"
929,"73,182,382"
930,"128,129,186"
931,"10,221,510"
932,"80,346,397"
933,"366,397,480"
934,"80,323,397"
935,"128,129,186"
936,"10,69,73"
937,"16,204,301"
938,"397,425,484"
939,"315,444,452"
940,"182,196,302"
941,"128,129,186"
942,"16,397,480"
943,"270,397,484"
944,"182,196,340"
945,"302,315,334"
946,"346,397,455"
947,"182,397,484"
948,"196,204,334"
949,"302,315,456"
950,"346,360,455"
951,"80,323,524"
952,"80,397,444"
953,"80,182,430"
954,"80,214,397"
955,"69,214,482"
956,"346,397,484"
957,"49,80,323"
958,"204,334,419"
959,"196,215,315"
960,"366,444,480"
961,"187,241,263"
962,"128,129,186"
963,"182,300,401"
964,"80,397,448"
965,"313,397,485"
966,"80,187,241"
967,"214,366,480"
968,"194,397,444"
969,"182,196,382"
970,"215,315,346"
971,"194,334,484"
972,"315,397,480"
973,"2,214,397"
974,"25,242,510"
975,"214,372,397"
976,"235,270,410"
977,"204,215,315"
978,"187,241,302"
979,"168,194,382"
980,"425,444,480"
981,"214,397,484"
982,"340,425,484"
983,"73,270,334"
984,"270,397,444"
985,"302,315,423"
986,"80,397,510"
987,"214,397,444"
988,"80,323,397"
989,"194,204,315"
990,"187,241,263"
991,"314,397,511"
992,"397,444,511"
993,"182,270,366"
994,"80,397,448"
995,"366,444,480"
996,"204,315,417"
997,"187,241,315"
998,"108,270,301"
999,"204,315,417"
1000,"23,251,340"
1001,"108,301,455"
1002,"214,458,482"
1003,"444,480,484"
1004,"108,182,301"
1005,"215,315,417"
1006,"194,397,484"
1007,"10,69,73"
1008,"80,194,397"
1009,"10,69,73"
1010,"182,196,397"
1011,"187,241,455"
1012,"366,397,484"
1013,"69,80,397"
1014,"187,194,301"
1015,"280,376,444"
1016,"10,242,510"
1017,"80,196,397"
1018,"182,187,455"
1019,"182,340,372"
1020,"357,360,455"
1021,"25,242,510"
1022,"346,360,397"
1023,"251,455,484"
1024,"182,270,484"
1025,"182,187,241"
1026,"355,359,397"
1027,"346,360,397"
1028,"182,187,241"
1029,"359,397,480"
1030,"10,69,73"
1031,"9,346,498"
1032,"194,315,455"
1033,"214,242,510"
1034,"315,334,397"
1035,"263,301,374"
1036,"16,194,419"
1037,"300,401,444"
1038,"3,187,200"
1039,"346,430,498"
1040,"214,254,397"
1041,"313,397,485"
1042,"376,397,444"
1043,"2,464,480"
1044,"80,376,397"
1045,"270,397,514"
1046,"182,187,241"
1047,"346,397,511"
1048,"220,221,242"
1049,"80,397,484"
1050,"73,80,187"
1051,"182,270,315"
1052,"220,242,510"
1053,"10,366,397"
1054,"359,366,480"
1055,"182,187,241"
1056,"220,221,425"
1057,"16,204,301"
1058,"16,301,315"
1059,"301,449,484"
1060,"194,215,397"
1061,"207,301,459"
1062,"73,340,484"
1063,"2,425,497"
1064,"179,340,455"
1065,"302,315,340"
1066,"69,397,448"
1067,"69,80,483"
1068,"187,315,374"
1069,"168,194,382"
1070,"182,200,340"
1071,"366,397,425"
1072,"80,323,455"
1073,"270,458,482"
1074,"182,397,511"
1075,"196,302,315"
1076,"251,340,397"
1077,"182,196,301"
1078,"204,315,417"
1079,"80,196,315"
1080,"108,204,301"
1081,"194,366,397"
1082,"314,397,511"
1083,"182,196,270"
1084,"187,241,270"
1085,"355,397,456"
1086,"214,397,458"
1087,"80,315,397"
1088,"187,241,364"
1089,"182,196,315"
1090,"455,480,483"
1091,"397,444,480"
1092,"69,73,397"
1093,"315,340,510"
1094,"214,346,397"
1095,"214,346,397"
1096,"182,301,459"
1097,"315,340,397"
1098,"315,397,484"
1099,"182,196,315"
1100,"214,366,397"
1101,"187,241,280"
1102,"315,480,483"
1103,"397,483,484"
1104,"346,397,480"
1105,"315,382,397"
1106,"346,397,501"
1107,"128,129,186"
1108,"10,73,397"
1109,"10,69,196"
1110,"10,80,397"
1111,"270,397,514"
1112,"80,366,397"
1113,"182,340,484"
1114,"69,359,397"
1115,"160,315,334"
1116,"108,204,301"
1117,"2,214,397"
1118,"179,340,484"
1119,"204,315,334"
1120,"80,315,334"
1121,"108,204,301"
1122,"359,366,397"
1123,"340,455,498"
1124,"182,194,480"
1125,"124,243,436"
1126,"187,194,301"
1127,"221,242,444"
1128,"214,397,484"
1129,"360,366,455"
1130,"313,397,511"
1131,"67,69,73"
1132,"214,346,397"
1133,"95,448,524"
1134,"80,397,501"
1135,"2,254,497"
1136,"270,397,480"
1137,"359,397,511"
1138,"25,220,242"
1139,"80,214,397"
1140,"29,359,483"
1141,"340,397,484"
1142,"220,221,425"
1143,"397,444,480"
1144,"346,397,501"
1145,"80,323,524"
1146,"182,194,397"
1147,"29,280,425"
1148,"23,182,251"
1149,"182,315,455"
1150,"80,182,196"
1151,"108,194,301"
1152,"10,73,448"
1153,"242,346,510"
1154,"220,221,425"
1155,"206,285,514"
1156,"128,129,346"
1157,"187,241,397"
1158,"29,214,359"
1159,"10,182,514"
1160,"196,315,359"
1161,"182,187,241"
1162,"128,129,194"
1163,"73,300,401"
1164,"179,340,425"
1165,"366,397,480"
1166,"127,194,263"
1167,"80,242,397"
1168,"355,366,397"
1169,"80,397,501"
1170,"214,458,482"
1171,"315,334,397"
1172,"182,187,425"
1173,"182,187,241"
1174,"214,397,480"
1175,"187,241,397"
1176,"270,397,430"
1177,"340,425,455"
1178,"80,397,511"
1179,"182,204,315"
1180,"80,270,397"
1181,"346,397,480"
1182,"179,340,425"
1183,"29,359,397"
1184,"206,270,514"
1185,"194,315,397"
1186,"25,220,221"
1187,"214,397,444"
1188,"10,69,73"
1189,"80,214,397"
1190,"182,397,455"
1191,"270,374,455"
1192,"221,301,419"
1193,"215,315,417"
1194,"340,397,484"
1195,"182,196,315"
1196,"366,397,480"
1197,"302,315,334"
1198,"314,397,511"
1199,"73,397,480"
1200,"402,448,524"
1201,"69,444,480"
1202,"340,449,484"
1203,"196,340,484"
1204,"187,241,397"
1205,"346,397,501"
1206,"221,346,397"
1207,"280,340,355"
1208,"10,25,62"
1209,"314,346,397"
1210,"366,397,444"
1211,"69,73,397"
1212,"323,448,524"
1213,"10,25,80"
1214,"355,397,456"
1215,"10,25,49"
1216,"366,397,484"
1217,"340,343,436"
1218,"182,340,455"
1219,"25,80,397"
1220,"397,444,480"
1221,"221,376,425"
1222,"73,270,315"
1223,"374,455,518"
1224,"92,187,194"
1225,"10,69,73"
1226,"182,187,241"
1227,"80,315,397"
1228,"10,270,448"
1229,"346,397,498"
1230,"80,182,397"
1231,"69,73,182"
1232,"214,346,455"
1233,"80,182,397"
1234,"314,397,501"
1235,"124,204,243"
1236,"10,220,242"
1237,"214,366,397"
1238,"182,397,510"
1239,"182,270,401"
1240,"355,397,456"
1241,"29,182,263"
1242,"128,129,241"
1243,"334,430,518"
1244,"69,187,241"
1245,"355,425,456"
1246,"80,182,382"
1247,"270,382,397"
1248,"80,187,484"
1249,"187,340,397"
1250,"340,397,484"
1251,"80,323,448"
1252,"182,187,301"
1253,"204,215,315"
1254,"187,241,315"
1255,"73,182,196"
1256,"182,196,397"
1257,"187,241,444"
1258,"291,397,444"
1259,"366,397,425"
1260,"108,301,340"
1261,"346,397,455"
1262,"10,69,73"
1263,"346,397,444"
1264,"313,397,485"
1265,"315,397,484"
1266,"3,194,200"
1267,"9,455,498"
1268,"182,196,302"
1269,"315,397,480"
1270,"29,315,425"
1271,"10,313,397"
1272,"301,340,397"
1273,"10,73,444"
1274,"302,315,374"
1275,"80,397,444"
1276,"16,194,480"
1277,"340,455,484"
1278,"270,315,484"
1279,"16,127,263"
1280,"80,214,397"
1281,"182,196,315"
1282,"323,448,524"
1283,"10,182,510"
1284,"214,366,484"
1285,"194,364,455"
1286,"355,360,456"
1287,"196,302,397"
1288,"313,397,511"
1289,"10,376,419"
1290,"25,220,242"
1291,"10,80,444"
1292,"80,182,270"
1293,"182,270,514"
1294,"182,196,514"
1295,"16,182,194"
1296,"182,200,270"
1297,"366,397,480"
1298,"301,340,419"
1299,"187,241,315"
1300,"69,397,484"
1301,"80,346,397"
1302,"182,301,459"
1303,"270,340,484"
1304,"16,182,301"
1305,"2,270,480"
1306,"73,182,270"
1307,"80,397,484"
1308,"194,200,374"
1309,"2,397,480"
1310,"204,301,419"
1311,"73,397,484"
1312,"270,397,484"
1313,"29,397,501"
1314,"80,346,397"
1315,"194,215,417"
1316,"302,315,397"
1317,"340,425,484"
1318,"346,444,498"
1319,"346,455,498"
1320,"80,182,397"
1321,"10,25,242"
1322,"196,340,484"
1323,"168,194,397"
1324,"182,397,514"
1325,"16,127,263"
1326,"397,455,484"
1327,"25,221,242"
1328,"80,397,455"
1329,"340,455,484"
1330,"80,397,448"
1331,"182,194,397"
1332,"187,196,241"
1333,"29,196,315"
1334,"355,397,456"
1335,"108,204,301"
1336,"69,374,483"
1337,"10,220,242"
1338,"187,241,315"
1339,"196,302,315"
1340,"182,187,241"
1341,"182,241,315"
1342,"214,397,430"
1343,"397,444,480"
1344,"221,242,510"
1345,"359,382,397"
1346,"346,397,425"
1347,"366,397,480"
1348,"302,315,374"
1349,"182,323,444"
1350,"182,196,397"
1351,"314,397,511"
1352,"10,80,397"
1353,"313,346,397"
1354,"346,397,484"
1355,"9,360,455"
1356,"80,397,484"
1357,"108,301,340"
1358,"80,196,397"
1359,"314,397,511"
1360,"80,270,382"
1361,"80,270,397"
