id,labels
180,"1,483"
181,"0,1"
182,"0,265,313"
183,"3,51"
184,"0,213,214"
185,"0,1"
186,"212,216,254"
187,"21,170,301"
188,"0,1"
189,"40,128,129"
190,"0,1"
191,"0,1"
192,"0,1"
193,"0,1"
194,"0,1"
195,"218,271,456"
196,"0,1"
197,"151,152,160"
198,"40,128,129"
199,"0,1"
200,"0,1"
201,"41,184,215"
202,"0,1"
203,"0,1"
204,"160,315"
205,"0,1"
206,"0,1"
207,"38,91"
208,"271,444"
209,"0,1"
210,"0,1"
211,"0,1"
212,"265,340"
213,"265,340"
214,"265,271,418"
215,"0,1"
216,"0,1"
217,"199,382"
218,"0,1"
219,"40,160"
220,"38,39"
221,"271,355,456"
222,"265,340"
223,"0,1"
224,"0,1"
225,"277,288,458"
226,"0,1"
227,"0,1"
228,"3,200,337"
229,"0,1"
230,"10,145,220"
231,"0,1"
232,"0,1,357"
233,"15,16,144"
234,"21,131,187"
235,"170,436"
236,"0,1"
237,"0,1"
238,"10,220"
239,"8,514"
240,"0,1"
241,"0,1,357"
242,"13,296,300"
243,"60,92"
244,"213,214,271"
245,"131,241,271"
246,"11,419"
247,"40,131,160"
248,"3,200,337"
249,"271,366"
250,"0,1"
251,"10,220,265"
252,"0,1"
253,"28,265,364"
254,"0,1"
255,"0,313"
256,"0,1"
257,"0,1"
258,"296,417"
259,"0,313"
260,"213,359"
261,"0,1"
262,"0,1"
263,"0,1"
264,"145,194,199"
265,"0,271"
266,"0,1"
267,"271,455"
268,"21,182"
269,"40,160"
270,"21,124,184"
271,"0,1"
272,"24,49,170"
273,"265,340"
274,"0,1"
275,"0,1"
276,"0,1"
277,"0,1"
278,"0,1"
279,"0,1"
280,"0,1"
281,"23,24,25"
282,"0,271,313"
283,"131,241"
284,"199,374"
285,"21,53,108"
286,"0,1"
287,"0,1"
288,"0,1"
289,"40,128,129"
290,"0,271,313"
291,"0,1"
292,"0,23,24"
293,"0,1"
294,"0,1"
295,"0,1"
296,"0,1"
297,"0,1"
298,"199,374"
299,"21,170,301"
300,"0,1"
301,"21,34,127"
302,"17,168,213"
303,"0,1"
304,"0,1"
305,"0,28,29"
306,"0,1"
307,"23,26,251"
308,"10,23,24"
309,"265,340"
310,"0,1"
311,"0,213,271"
312,"265,340"
313,"0,1"
314,"11,220,221"
315,"0,271,313"
316,"41,184,215"
317,"0,1"
318,"21,182,199"
319,"0,313"
320,"0,249"
321,"21,131,187"
322,"0,1"
323,"0,216,265"
324,"40,160"
325,"0,1"
326,"28,364"
327,"0,1"
328,"0,1"
329,"255,271,444"
330,"0,1"
331,"0,1"
332,"265,271,449"
333,"265,340"
334,"0,213,214"
335,"0,1"
336,"60,92,296"
337,"21,187,271"
338,"0,1"
339,"21,301"
340,"10,220"
341,"13,21,108"
342,"40,128,129"
343,"0,1"
344,"0,1"
345,"10,220,265"
346,"160,296,315"
347,"0,1"
348,"0,1"
349,"296,300"
350,"10,11,44"
351,"0,1"
352,"13,204"
353,"0,1"
354,"21,111,267"
355,"10,220,221"
356,"40,128,129"
357,"64,448"
358,"0,1,357"
359,"10,64,199"
360,"265,340"
361,"64,145,402"
362,"21,170,301"
363,"271,366"
364,"10,220"
365,"213,252,255"
366,"0,1"
367,"0,1"
368,"0,1"
369,"0,1"
370,"21,182"
371,"0,1"
372,"8,160,196"
373,"0,1"
374,"28,265,310"
375,"131,220,221"
376,"0,1"
377,"0,1"
378,"11,28,29"
379,"24,25,213"
380,"0,1"
381,"0,1"
382,"0,1"
383,"21,131,187"
384,"199,382"
385,"23,24,170"
386,"24,25"
387,"0,1"
388,"288,497"
389,"0,1"
390,"23,24,25"
391,"0,1"
392,"265,271,280"
393,"0,1"
394,"10,220,265"
395,"0,1"
396,"10,64,199"
397,"0,1"
398,"0,1"
399,"265,273"
400,"10,44,145"
401,"0,1"
402,"21,301"
403,"40,160,255"
404,"0,1"
405,"0,1,357"
406,"0,1"
407,"28,29,271"
408,"21,131,187"
409,"0,1"
410,"265,425"
411,"15,16,28"
412,"24,49"
413,"0,1"
414,"0,1"
415,"0,1"
416,"0,1"
417,"10,220,265"
418,"0,255"
419,"0,1"
420,"0,1"
421,"10,220"
422,"271,355,456"
423,"0,1"
424,"271,355,456"
425,"0,271,277"
426,"0,313"
427,"0,1"
428,"21,131,187"
429,"271,444"
430,"0,1"
431,"26,350"
432,"0,1"
433,"0,1,357"
434,"11,419"
435,"271,455"
436,"271,444"
437,"10,220,221"
438,"0,1"
439,"169,337"
440,"0,1"
441,"10,220,265"
442,"0,1"
443,"21,172"
444,"0,1"
445,"13,204,265"
446,"265,340"
447,"0,1"
448,"0,1"
449,"0,313"
450,"8,271,444"
451,"213,214,288"
452,"28,364"
453,"265,340"
454,"21,172"
455,"0,1"
456,"0,1"
457,"10,64,448"
458,"0,1"
459,"199,374"
460,"28,29,271"
461,"21,34,127"
462,"8,514"
463,"0,1"
464,"271,313,360"
465,"28,29,271"
466,"0,1"
467,"40,128,129"
468,"10,11"
469,"1,277,278"
470,"0,1"
471,"8,514"
472,"0,1"
473,"0,216,255"
474,"8,514"
475,"0,271,355"
476,"0,1"
477,"17,168"
478,"160,315"
479,"0,1"
480,"296,452"
481,"0,1"
482,"0,1"
483,"0,313"
484,"28,29,271"
485,"10,220,265"
486,"0,1"
487,"265,277,425"
488,"0,1"
489,"28,160,315"
490,"10,64,199"
491,"13,296,300"
492,"199,323"
493,"277,458"
494,"0,1"
495,"213,214"
496,"0,1"
497,"0,10,216"
498,"0,1"
499,"64,288,448"
500,"0,1"
501,"0,1"
502,"0,1"
503,"10,64,199"
504,"3,200,337"
505,"0,1"
506,"0,1"
507,"131,241,271"
508,"21,108,301"
509,"53,393"
510,"13,160,204"
511,"13,160,204"
512,"0,1"
513,"0,1"
514,"15,16,265"
515,"40,131,160"
516,"131,241,255"
517,"0,1"
518,"0,10"
519,"15,16"
520,"10,220,265"
521,"255,288,484"
522,"0,1"
523,"17,145,168"
524,"0,1"
525,"28,29"
526,"0,1"
527,"0,1"
528,"40,131,160"
529,"21,187"
530,"0,1"
531,"10,24,25"
532,"0,1"
533,"255,277,458"
534,"265,271,449"
535,"28,29"
536,"0,1"
537,"271,280,288"
538,"265,340"
539,"0,1"
540,"271,313,360"
541,"0,1"
542,"0,1"
543,"21,34,127"
544,"11,40,41"
545,"0,1"
546,"0,1"
547,"0,1"
548,"21,182"
549,"199,323"
550,"21,170,301"
551,"0,1"
552,"23,76"
553,"8,160,196"
554,"0,313"
555,"0,1"
556,"0,1"
557,"0,1"
558,"0,1"
559,"31,328"
560,"220,221,265"
561,"265,340"
562,"220,221,242"
563,"170,265,376"
564,"0,1"
565,"0,1"
566,"0,313"
567,"271,355,456"
568,"0,1"
569,"10,11"
570,"0,1"
571,"271,455"
572,"296,428,452"
573,"0,1"
574,"0,1"
575,"0,1"
576,"0,1"
577,"0,313"
578,"0,1"
579,"10,40,160"
580,"10,64,199"
581,"1,2,483"
582,"0,213,255"
583,"0,1"
584,"40,160"
585,"0,1,357"
586,"24,25,220"
587,"271,455"
588,"0,1"
589,"21,170,301"
590,"0,1"
591,"0,1"
592,"0,1"
593,"0,1"
594,"10,24,25"
595,"0,13,216"
596,"0,1"
597,"28,518"
598,"21,265,301"
599,"0,1"
600,"160,296,315"
601,"60,92"
602,"3,200,337"
603,"265,349,418"
604,"21,182"
605,"0,1"
606,"40,41,160"
607,"265,271,340"
608,"0,271"
609,"271,355"
610,"28,40,160"
611,"28,29"
612,"170,265,340"
613,"3,200,337"
614,"0,1"
615,"0,271,313"
616,"10,23,24"
617,"31,290"
618,"0,1"
619,"0,1"
620,"271,355,456"
621,"0,1"
622,"0,1"
623,"0,1"
624,"0,1"
625,"0,271,313"
626,"24,25"
627,"21,199,301"
628,"0,216"
629,"21,182"
630,"10,31,220"
631,"265,340"
632,"0,1"
633,"0,1"
634,"271,313,397"
635,"8,514"
636,"13,401"
637,"160,315"
638,"151,152,160"
639,"21,172,271"
640,"8,170,436"
641,"21,131,187"
642,"199,374"
643,"0,1"
644,"0,1"
645,"40,128,129"
646,"0,1"
647,"0,1"
648,"0,1"
649,"0,1"
650,"38,240"
651,"28,29"
652,"0,1"
653,"40,41"
654,"0,1"
655,"255,372"
656,"21,182,265"
657,"271,280"
658,"265,340"
659,"0,1"
660,"265,340"
661,"271,296,452"
662,"0,1"
663,"0,1"
664,"10,11,13"
665,"0,1"
666,"0,1"
667,"24,25"
668,"0,28,29"
669,"0,1"
670,"0,1"
671,"64,145,402"
672,"10,145,220"
673,"0,1,271"
674,"13,296,300"
675,"64,80"
676,"64,80"
677,"3,200,337"
678,"0,1"
679,"10,220"
680,"0,1"
681,"0,1"
682,"10,64,199"
683,"0,1"
684,"40,160"
685,"271,455"
686,"10,220"
687,"271,444"
688,"24,25"
689,"10,220,242"
690,"0,1"
691,"0,1"
692,"0,1"
693,"0,1"
694,"0,1"
695,"38,39"
696,"41,184,215"
697,"255,480"
698,"0,1"
699,"60,92"
700,"0,1"
701,"0,1"
702,"21,131,187"
703,"0,1"
704,"120,121,145"
705,"265,271,340"
706,"0,1"
707,"28,29"
708,"265,271,355"
709,"21,24,49"
710,"0,1"
711,"199,374"
712,"15,16"
713,"288,497,498"
714,"10,64,271"
715,"24,49"
716,"265,340"
717,"0,1"
718,"0,1"
719,"199,382"
720,"0,1"
721,"0,1"
722,"21,169,187"
723,"21,265,301"
724,"0,1"
725,"0,1"
726,"0,271,444"
727,"313,511"
728,"0,1"
729,"11,28,29"
730,"23,251,337"
731,"213,359"
732,"3,200,337"
733,"0,1"
734,"0,1"
735,"0,1"
736,"0,1"
737,"0,1"
738,"0,1"
739,"0,8,313"
740,"0,1"
741,"271,355"
742,"21,40,160"
743,"0,1"
744,"0,1"
745,"0,1"
746,"0,1"
747,"0,1"
748,"265,273"
749,"0,1"
750,"0,1"
751,"60,92"
752,"24,25,265"
753,"0,1"
754,"0,1"
755,"0,1"
756,"220,221"
757,"131,241"
758,"0,1"
759,"13,15,16"
760,"0,1"
761,"60,92"
762,"0,1"
763,"0,1"
764,"0,1"
765,"0,1"
766,"265,271,340"
767,"0,1"
768,"0,255,265"
769,"0,1"
770,"0,1"
771,"10,64,199"
772,"0,1"
773,"28,29,265"
774,"0,1"
775,"0,1"
776,"0,1"
777,"21,182"
778,"0,1"
779,"0,1"
780,"0,1"
781,"0,1"
782,"271,355,455"
783,"0,1"
784,"21,108,301"
785,"265,425"
786,"213,214,288"
787,"0,1"
788,"0,1"
789,"0,313"
790,"0,1"
791,"24,25,220"
792,"0,10,313"
793,"0,1"
794,"24,25"
795,"0,1"
796,"265,340"
797,"0,1"
798,"21,60,92"
799,"0,1"
800,"0,1"
801,"0,1"
802,"0,1"
803,"0,1"
804,"271,455"
805,"10,24,25"
806,"0,313"
807,"0,1"
808,"21,131,187"
809,"10,31,220"
810,"0,1"
811,"0,313"
812,"40,160"
813,"0,1,357"
814,"160,265,315"
815,"0,1"
816,"213,214"
817,"0,1"
818,"0,1"
819,"0,1"
820,"277,313,397"
821,"21,182"
822,"0,1"
823,"0,1"
824,"0,1"
825,"0,1"
826,"271,355,456"
827,"255,372"
828,"0,1"
829,"21,131,187"
830,"0,1"
831,"0,213,214"
832,"23,26"
833,"0,1"
834,"21,64,80"
835,"160,296,315"
836,"0,1"
837,"13,199,204"
838,"21,182"
839,"0,1"
840,"28,29,40"
841,"199,374"
842,"3,200,337"
843,"0,1"
844,"0,1"
845,"0,1"
846,"0,1"
847,"0,313"
848,"271,355,456"
849,"0,1"
850,"0,1"
851,"0,313"
852,"0,1"
853,"17,168"
854,"0,271"
855,"160,315"
856,"21,131,187"
857,"21,131,187"
858,"0,1"
859,"40,160"
860,"28,29"
861,"0,1"
862,"0,1"
863,"0,1"
864,"0,1"
865,"53,199,281"
866,"21,170,301"
867,"0,1"
868,"21,170,301"
869,"0,1"
870,"21,131,187"
871,"13,160,204"
872,"0,1"
873,"0,1"
874,"0,213,214"
875,"0,1"
876,"13,122"
877,"0,1"
878,"0,1"
879,"28,29"
880,"21,28,301"
881,"0,1"
882,"64,145,402"
883,"0,1"
884,"44,64,145"
885,"0,1"
886,"24,25,31"
887,"0,1"
888,"0,1"
889,"0,1"
890,"0,313"
891,"0,1"
892,"0,1"
893,"10,11"
894,"0,313"
895,"265,340"
896,"10,220"
897,"0,1"
898,"13,160,204"
899,"0,1"
900,"0,1"
901,"0,1"
902,"0,40,160"
903,"0,1"
904,"0,1"
905,"0,1"
906,"0,1,357"
907,"271,313,360"
908,"0,1"
909,"8,131,241"
910,"10,220,242"
911,"313,397"
912,"10,23,24"
913,"8,64,448"
914,"10,64,199"
915,"0,1"
916,"0,1"
917,"0,1"
918,"21,108,301"
919,"0,1"
920,"0,1"
921,"11,13,204"
922,"11,28,113"
923,"0,1"
924,"160,315"
925,"0,1"
926,"11,419"
927,"0,313"
928,"0,1"
929,"0,1"
930,"26,40,89"
931,"0,1"
932,"0,1"
933,"0,1"
934,"30,117,199"
935,"40,128,129"
936,"0,1"
937,"21,301"
938,"0,1"
939,"0,1"
940,"0,1"
941,"40,128,129"
942,"0,1"
943,"0,1"
944,"21,182"
945,"0,1"
946,"271,288,455"
947,"0,1"
948,"0,1"
949,"0,1"
950,"0,271,455"
951,"199,323"
952,"0,1"
953,"271,444"
954,"0,1"
955,"277,288,458"
956,"0,1"
957,"199,323"
958,"11,419"
959,"0,10"
960,"0,1"
961,"1,277,278"
962,"40,128,129"
963,"0,1"
964,"0,1"
965,"0,313"
966,"21,131,187"
967,"213,214"
968,"0,1"
969,"0,1"
970,"160,199,315"
971,"0,1"
972,"0,1"
973,"0,1"
974,"24,25"
975,"255,277,372"
976,"0,1"
977,"160,315"
978,"21,131,187"
979,"21,33,74"
980,"0,1"
981,"1,2,255"
982,"265,340"
983,"0,1"
984,"0,1"
985,"151,152,160"
986,"0,1"
987,"0,1"
988,"0,1"
989,"145,194"
990,"21,131,187"
991,"213,220,242"
992,"0,1"
993,"0,1"
994,"0,1"
995,"271,366,444"
996,"160,296,315"
997,"0,1"
998,"21,301"
999,"160,296,315"
1000,"23,26,265"
1001,"21,108,271"
1002,"0,213,214"
1003,"0,255"
1004,"0,21,108"
1005,"277,288,458"
1006,"0,1"
1007,"10,23,24"
1008,"0,1"
1009,"0,1"
1010,"160,196,271"
1011,"271,455"
1012,"0,216"
1013,"10,64,199"
1014,"0,1"
1015,"265,418"
1016,"0,1"
1017,"337,339"
1018,"21,187,271"
1019,"255,265,340"
1020,"0,1,28"
1021,"24,25,220"
1022,"271,313,360"
1023,"23,26,251"
1024,"0,1"
1025,"131,241"
1026,"0,213,313"
1027,"271,291,444"
1028,"21,131,187"
1029,"0,1"
1030,"13,271,401"
1031,"0,1"
1032,"271,455"
1033,"213,214"
1034,"0,1"
1035,"0,1"
1036,"0,1"
1037,"271,291,444"
1038,"40,139"
1039,"0,1"
1040,"0,1"
1041,"0,313"
1042,"265,271,349"
1043,"265,340,425"
1044,"265,376"
1045,"0,1"
1046,"0,1"
1047,"0,313"
1048,"10,220"
1049,"0,1"
1050,"0,1"
1051,"0,1"
1052,"10,220,242"
1053,"0,1"
1054,"0,1"
1055,"21,131,187"
1056,"10,220,221"
1057,"0,1"
1058,"21,301"
1059,"21,301"
1060,"0,1"
1061,"28,170,207"
1062,"265,340"
1063,"271,288,449"
1064,"179,271,426"
1065,"199,265,340"
1066,"0,64,313"
1067,"26,89"
1068,"265,273"
1069,"40,44,73"
1070,"200,265,337"
1071,"53,265,425"
1072,"199,271,323"
1073,"277,288,458"
1074,"0,1"
1075,"0,1"
1076,"251,265,337"
1077,"21,28,29"
1078,"160,296,315"
1079,"0,1"
1080,"13,21,108"
1081,"0,1"
1082,"0,1"
1083,"21,182"
1084,"151,152,160"
1085,"271,355,456"
1086,"0,277,413"
1087,"0,1"
1088,"1,277,278"
1089,"21,160,182"
1090,"277,278"
1091,"11,419"
1092,"199,382"
1093,"0,1"
1094,"0,1"
1095,"271,288,456"
1096,"21,170,301"
1097,"0,1"
1098,"277,513"
1099,"0,1"
1100,"0,271,277"
1101,"0,1,2"
1102,"0,1"
1103,"131,145,241"
1104,"0,1"
1105,"199,382"
1106,"0,1"
1107,"40,128,129"
1108,"0,1"
1109,"0,1"
1110,"0,1"
1111,"0,1"
1112,"0,1"
1113,"265,340"
1114,"0,1"
1115,"40,160,213"
1116,"13,21,108"
1117,"265,349"
1118,"179,265,340"
1119,"28,199,374"
1120,"0,1"
1121,"21,108,145"
1122,"0,1"
1123,"265,271,340"
1124,"0,1"
1125,"170,213,359"
1126,"0,1"
1127,"271,444"
1128,"0,1"
1129,"0,271,360"
1130,"0,313"
1131,"0,1"
1132,"0,1"
1133,"64,145,448"
1134,"220,221"
1135,"288,497"
1136,"0,1"
1137,"0,1"
1138,"10,220,288"
1139,"0,1"
1140,"28,29"
1141,"0,1"
1142,"10,220,221"
1143,"271,444"
1144,"265,376"
1145,"0,1"
1146,"28,207"
1147,"28,29,271"
1148,"23,251,337"
1149,"0,1"
1150,"21,34,127"
1151,"0,1"
1152,"0,1"
1153,"10,220"
1154,"10,17,168"
1155,"8,120,121"
1156,"40,128,129"
1157,"271,313,397"
1158,"28,29"
1159,"8,514"
1160,"0,1"
1161,"21,131,182"
1162,"40,128,129"
1163,"0,1"
1164,"265,340,488"
1165,"271,366"
1166,"0,1"
1167,"0,1"
1168,"271,355,424"
1169,"31,245"
1170,"213,214,288"
1171,"0,1"
1172,"0,1"
1173,"265,425,488"
1174,"0,1"
1175,"21,131,187"
1176,"0,1"
1177,"265,340,425"
1178,"0,1"
1179,"0,1"
1180,"0,1"
1181,"0,1"
1182,"265,340,425"
1183,"1,28,29"
1184,"8,514"
1185,"0,1"
1186,"24,25,220"
1187,"0,1"
1188,"0,1"
1189,"213,359"
1190,"0,1"
1191,"271,455"
1192,"11,21,301"
1193,"160,315"
1194,"265,340,349"
1195,"265,273"
1196,"0,1"
1197,"151,152,160"
1198,"216,422"
1199,"120,121,145"
1200,"64,145,402"
1201,"0,1"
1202,"265,340"
1203,"265,340"
1204,"21,131,187"
1205,"0,1"
1206,"0,1"
1207,"265,271,280"
1208,"10,23,24"
1209,"0,1"
1210,"0,1"
1211,"0,1"
1212,"64,145,448"
1213,"17,24,25"
1214,"271,355,456"
1215,"10,23,24"
1216,"0,1"
1217,"170,265,340"
1218,"21,182,271"
1219,"24,25"
1220,"0,1"
1221,"220,221,265"
1222,"0,1"
1223,"199,271,374"
1224,"60,92"
1225,"10,11,151"
1226,"21,182,199"
1227,"0,1"
1228,"0,1"
1229,"0,1"
1230,"0,1"
1231,"0,1"
1232,"216,288,380"
1233,"0,1"
1234,"0,313"
1235,"13,160,204"
1236,"10,220,242"
1237,"0,1"
1238,"0,1"
1239,"0,1"
1240,"271,355"
1241,"28,29"
1242,"0,40,128"
1243,"53,430"
1244,"21,131,187"
1245,"0,271,313"
1246,"0,1"
1247,"199,382"
1248,"0,1"
1249,"0,1"
1250,"265,340"
1251,"0,1"
1252,"0,1"
1253,"160,296,315"
1254,"160,315"
1255,"0,255,313"
1256,"21,182"
1257,"0,131,241"
1258,"271,444"
1259,"271,355"
1260,"265,340"
1261,"0,1"
1262,"0,1"
1263,"0,1"
1264,"0,313"
1265,"0,1"
1266,"0,1"
1267,"265,376,425"
1268,"21,160,182"
1269,"0,1"
1270,"40,139,153"
1271,"0,64,80"
1272,"0,1"
1273,"0,1"
1274,"0,1"
1275,"0,1"
1276,"0,1"
1277,"111,265,267"
1278,"0,1"
1279,"0,1"
1280,"0,1"
1281,"0,1"
1282,"28,518"
1283,"0,1"
1284,"169,311"
1285,"145,194,271"
1286,"255,271,456"
1287,"0,1"
1288,"0,313"
1289,"265,376"
1290,"10,220,242"
1291,"0,1"
1292,"255,480"
1293,"0,1"
1294,"4,176"
1295,"0,1"
1296,"0,1"
1297,"0,1"
1298,"265,340"
1299,"160,296,315"
1300,"0,1"
1301,"0,1"
1302,"0,1"
1303,"31,265,290"
1304,"0,1"
1305,"0,1"
1306,"0,1"
1307,"0,1"
1308,"0,1"
1309,"0,1"
1310,"0,1"
1311,"199,382"
1312,"271,355"
1313,"0,28,29"
1314,"60,92"
1315,"265,273,296"
1316,"0,1"
1317,"53,265,340"
1318,"0,1"
1319,"271,455"
1320,"0,1"
1321,"23,24,25"
1322,"265,340"
1323,"0,1"
1324,"0,1"
1325,"0,1"
1326,"0,1"
1327,"10,24,25"
1328,"271,455"
1329,"265,271,340"
1330,"0,1"
1331,"0,1"
1332,"1,277,278"
1333,"28,29,271"
1334,"0,213,271"
1335,"21,28,108"
1336,"170,199,343"
1337,"10,23,24"
1338,"0,1"
1339,"0,1"
1340,"21,131,187"
1341,"0,1"
1342,"53,430"
1343,"0,1"
1344,"0,1"
1345,"0,1"
1346,"0,216,313"
1347,"0,1"
1348,"0,1"
1349,"199,323"
1350,"0,1"
1351,"0,1"
1352,"0,1"
1353,"0,313"
1354,"0,1"
1355,"0,1,357"
1356,"0,1"
1357,"21,265,301"
1358,"0,1"
1359,"265,340"
1360,"0,1"
1361,"0,1"
1362,"0,1"
1363,"0,1"
1364,"265,273"
1365,"24,25,265"
1366,"0,1"
1367,"28,310"
1368,"0,1"
1369,"0,1"
1370,"288,498"
1371,"0,1"
1372,"44,64,145"
1373,"0,1"
1374,"265,271,280"
1375,"0,10"
1376,"271,455"
1377,"8,270"
1378,"271,288,456"
1379,"0,1"
1380,"0,313"
1381,"0,1"
1382,"21,301"
1383,"0,1"
1384,"0,1"
1385,"53,199,374"
1386,"0,1"
1387,"23,26,265"
1388,"0,1"
1389,"0,1"
1390,"0,1"
1391,"0,216,313"
1392,"21,34,127"
1393,"40,41,131"
1394,"0,1"
1395,"0,1"
1396,"0,313"
1397,"0,271,313"
1398,"0,1"
1399,"170,436"
1400,"0,1"
1401,"0,1"
1402,"0,1"
1403,"21,160,187"
1404,"0,271,313"
1405,"199,271,323"
1406,"3,200,337"
1407,"0,1"
1408,"265,376,425"
1409,"13,21,108"
1410,"0,1"
1411,"251,265,337"
1412,"21,131,187"
1413,"0,1"
1414,"10,220,242"
1415,"11,220,221"
1416,"0,1"
1417,"0,1"
1418,"200,271,337"
1419,"271,355,449"
1420,"53,430"
1421,"0,1"
1422,"151,152,160"
1423,"23,251,337"
1424,"0,1"
1425,"0,1"
1426,"265,273"
1427,"0,1"
1428,"40,160"
1429,"0,1"
1430,"0,10"
1431,"28,29,271"
1432,"0,313"
1433,"0,1"
1434,"213,214"
1435,"0,1"
1436,"0,1"
1437,"271,313,360"
1438,"0,1"
1439,"0,1"
1440,"265,271,340"
1441,"21,170,301"
1442,"277,513"
1443,"0,1"
1444,"0,1"
1445,"120,121,145"
1446,"0,1"
1447,"0,1"
1448,"21,53,182"
1449,"0,1"
1450,"271,280,355"
1451,"265,340"
1452,"11,53,419"
1453,"0,1"
1454,"24,25,199"
1455,"40,160,213"
1456,"21,182,265"
1457,"28,29"
1458,"131,241"
1459,"0,1"
1460,"13,15,16"
1461,"0,1"
1462,"40,128,129"
1463,"0,313"
1464,"0,1"
1465,"0,213,313"
1466,"265,271,280"
1467,"337,339"
1468,"218,271,456"
1469,"8,160,196"
1470,"0,1"
1471,"21,131,187"
1472,"265,288,340"
1473,"0,1"
1474,"21,108,301"
1475,"0,1"
1476,"17,38,168"
1477,"21,182,271"
1478,"40,160,271"
1479,"53,271,430"
1480,"0,1"
1481,"0,1"
1482,"0,1"
1483,"40,160,271"
1484,"24,49"
1485,"15,144"
1486,"255,265,340"
1487,"0,1"
1488,"0,1"
1489,"0,1"
1490,"0,1"
1491,"0,1"
1492,"0,1"
1493,"218,271,280"
1494,"0,1"
1495,"0,1"
1496,"0,1"
1497,"0,1"
1498,"0,1"
1499,"271,444"
1500,"24,25"
1501,"0,1"
1502,"0,1"
1503,"10,24,25"
1504,"21,131,187"
1505,"0,1"
1506,"0,1"
1507,"0,271,313"
1508,"0,1"
1509,"0,213,255"
1510,"277,278"
1511,"41,184,215"
1512,"0,1"
1513,"265,340"
1514,"21,131,187"
1515,"21,108,301"
1516,"13,21,108"
1517,"0,1"
1518,"0,1"
1519,"145,194,265"
1520,"160,296,315"
1521,"0,1"
1522,"0,1"
1523,"0,1"
1524,"0,1"
1525,"10,11,44"
1526,"24,49"
1527,"0,1"
1528,"255,288,480"
1529,"64,448"
1530,"28,518"
1531,"24,25"
1532,"0,1,271"
1533,"0,1"
1534,"271,355,456"
1535,"24,25"
1536,"0,1,2"
1537,"13,15,16"
1538,"0,1"
1539,"0,1"
1540,"28,29"
1541,"271,444"
1542,"0,1"
1543,"160,265,315"
1544,"120,121,145"
1545,"0,1"
1546,"0,1"
1547,"11,419"
